Exercise,Muscle,Equipment,Difficulty,Male,Female
Smith Machine Split Squat,"Glutes, Quads",Smith-Machine,Intermediate,https://musclewiki.com/smith-machine/male/glutes/smith-machine-split-squat,https://musclewiki.com/smith-machine/female/glutes/smith-machine-split-squat
Smith Machine Reverse Lunge,"Glutes, Quads",Smith-Machine,Intermediate,https://musclewiki.com/smith-machine/male/glutes/smith-machine-reverse-lunge,https://musclewiki.com/smith-machine/female/glutes/smith-machine-reverse-lunge
Smith Machine Narrow Stance Squat,"Glutes, Quads",Smith-Machine,Beginner,https://musclewiki.com/smith-machine/male/glutes/smith-machine-narrow-stance-squat,https://musclewiki.com/smith-machine/female/glutes/smith-machine-narrow-stance-squat
Glute Hip Rotator Stretch 3 Seated,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-3-seated,https://musclewiki.com/recovery/female/glutes/glute-hip-rotator-stretch-3-seated
Bosu Ball Single Leg Squat,"Glutes, Quads",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/squat-on-bosu-ball-single-leg,https://musclewiki.com/recovery/female/glutes/squat-on-bosu-ball-single-leg
Single Leg Eccentric Box Squat,"Glutes, Quads",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/squat-unilateral-eccentric-box,https://musclewiki.com/recovery/female/glutes/squat-unilateral-eccentric-box
Single Leg Concentric Squat,"Glutes, Quads",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/squat-concentric-single-leg,https://musclewiki.com/recovery/female/glutes/squat-concentric-single-leg
Skater Squat,"Glutes, Quads",Recovery,Intermediate,https://musclewiki.com/recovery/male/glutes/skater-squat,https://musclewiki.com/recovery/female/glutes/skater-squat
Side Step On And Off Box,"Glutes, Quads",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/side-step-on-and-off-box,https://musclewiki.com/recovery/female/glutes/side-step-on-and-off-box
Band Glute Kickback Hold,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/hip-extension-standing-resisted-isometric,https://musclewiki.com/recovery/female/glutes/hip-extension-standing-resisted-isometric
Hip Extension Into Side Flexion,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/hip-extension-into-side-flexion,https://musclewiki.com/recovery/female/glutes/hip-extension-into-side-flexion
Prone Single Leg Hip Extension Hold,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/hip-extension-prone-unilateral-isometric,https://musclewiki.com/recovery/female/glutes/hip-extension-prone-unilateral-isometric
Hip Extension External Rotation Pulses 4Pt Position,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/hip-extension-external-rotation-pulses-4pt-position,https://musclewiki.com/recovery/female/glutes/hip-extension-external-rotation-pulses-4pt-position
Hip Extension External Rotation 4Pt Position,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/hip-extension-external-rotation-4pt-position,https://musclewiki.com/recovery/female/glutes/hip-extension-external-rotation-4pt-position
Hip Extension 4Pt Position Hold,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/hip-extension-4pt-position-isometric,https://musclewiki.com/recovery/female/glutes/hip-extension-4pt-position-isometric
Glute Piriformis Mobilisation 1 Floor Seated Lacrosse Ball,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/glute-piriformis-mobilisation-1-floor-seated-lacrosse-ball,https://musclewiki.com/recovery/female/glutes/glute-piriformis-mobilisation-1-floor-seated-lacrosse-ball
Glute Hip Rotator Stretch 2 Seated,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-2-seated,https://musclewiki.com/recovery/female/glutes/glute-hip-rotator-stretch-2-seated
Glute Hip Rotator Stretch 1 Seated,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-1-seated,https://musclewiki.com/recovery/female/glutes/glute-hip-rotator-stretch-1-seated
Glute Hip Rotator Stretch Supine,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-supine,https://musclewiki.com/recovery/female/glutes/glute-hip-rotator-stretch-supine
Glute Stretch Knee Pull Dynamic Standing,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/glute-stretch-knee-pull-dynamic-standing-unilateral,https://musclewiki.com/recovery/female/glutes/glute-stretch-knee-pull-dynamic-standing-unilateral
Glute Stretch Static Unilateral,Glutes,Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/glute-stretch-static-unilateral,https://musclewiki.com/recovery/female/glutes/glute-stretch-static-unilateral
Clock Taps,"Glutes, Quads",Recovery,Intermediate,https://musclewiki.com/recovery/male/glutes/clock-taps,https://musclewiki.com/recovery/female/glutes/clock-taps
Clamshells 4 Side Lying Resisted,"Glutes, Gluteus Medius",Recovery,Intermediate,https://musclewiki.com/recovery/male/glutes/clamshells-4-side-lying-resisted,https://musclewiki.com/recovery/female/glutes/clamshells-4-side-lying-resisted
Clamshells 3 Internal External Rotations Side Lying,"Glutes, Gluteus Medius",Recovery,Intermediate,https://musclewiki.com/recovery/male/glutes/clamshells-3-internal-external-rotations-side-lying,https://musclewiki.com/recovery/female/glutes/clamshells-3-internal-external-rotations-side-lying
Clamshells 2 Side Lying,"Glutes, Gluteus Medius",Recovery,Intermediate,https://musclewiki.com/recovery/male/glutes/clamshells-2-side-lying,https://musclewiki.com/recovery/female/glutes/clamshells-2-side-lying
Clamshells 1 Side Lying,"Glutes, Gluteus Medius",Recovery,Intermediate,https://musclewiki.com/recovery/male/glutes/clamshells-1-side-lying,https://musclewiki.com/recovery/female/glutes/clamshells-1-side-lying
Jump On And Off Box,"Glutes, Quads",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/jump-on-and-off-box,https://musclewiki.com/recovery/female/glutes/jump-on-and-off-box
Jump Off Box Single Leg Landing,"Glutes, Quads",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/jump-off-box-single-leg-landing,https://musclewiki.com/recovery/female/glutes/jump-off-box-single-leg-landing
Jump Into Single Leg Landing,"Glutes, Quads",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/jump-bilateral-into-unilateral-landing,https://musclewiki.com/recovery/female/glutes/jump-bilateral-into-unilateral-landing
Infinity Loop Standing Hip Mobility,"Glutes, Rectus Femoris",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/infinity-loop-standing-hip-mobility,https://musclewiki.com/recovery/female/glutes/infinity-loop-standing-hip-mobility
Band Hip Thrust,Glutes,Recovery,Novice,https://musclewiki.com/recovery/male/glutes/hip-thrust-standing-resisted,https://musclewiki.com/recovery/female/glutes/hip-thrust-standing-resisted
Hip Openers,"Glutes, Shoulders, Anterior Deltoid, Posterior Deltoid, Chest, Front Shoulders, Rear Shoulders",Recovery,Novice,https://musclewiki.com/recovery/male/glutes/hip-openers,https://musclewiki.com/recovery/female/glutes/hip-openers
Abductor Leg Raise Side Lying Isometric,"Glutes, Gluteus Medius",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/abductor-leg-raise-side-lying-isometric,https://musclewiki.com/recovery/female/glutes/abductor-leg-raise-side-lying-isometric
Abductor Leg Raise Side Lying,"Glutes, Gluteus Medius",Recovery,Beginner,https://musclewiki.com/recovery/male/glutes/abductor-leg-raise-side-lying,https://musclewiki.com/recovery/female/glutes/abductor-leg-raise-side-lying
Gluteus Medius,,,,,
Barbell Curtsy Lunge,"Glutes, Gluteus Medius, Quads, Inner Thigh, Inner Quadriceps","Barbell, Advanced",Advanced,"https://musclewiki.com/barbell/male/glutes/barbell-curtsy-lunge, Male|Female","https://musclewiki.com/barbell/female/glutes/barbell-curtsy-lunge, Barbell"
Medicine Ball Hip Abduction,Gluteus Medius,Medicine-Ball,Beginner,https://musclewiki.com/medicine-ball/male/gluteus-medius/hip-abduction,https://musclewiki.com/medicine-ball/female/gluteus-medius/hip-abduction
Medicine Ball Lateral Lunge Slam,"Gluteus Medius, Quads, Inner Quadriceps",Medicine-Ball,Intermediate,https://musclewiki.com/medicine-ball/male/gluteus-medius/medicine-ball-lateral-lunge-slam,https://musclewiki.com/medicine-ball/female/gluteus-medius/medicine-ball-lateral-lunge-slam
Medicine Ball Press Jack,"Gluteus Medius, Shoulders, Anterior Deltoid, Front Shoulders",Medicine-Ball,Beginner,https://musclewiki.com/medicine-ball/male/gluteus-medius/press-jack,https://musclewiki.com/medicine-ball/female/gluteus-medius/press-jack
Bosu Ball Hand Sideplank Hip Abduction,"Gluteus Medius, Obliques",Bosu-Ball,Advanced,https://musclewiki.com/bosu-ball/male/gluteus-medius/hand-sideplank-hip-abduction,https://musclewiki.com/bosu-ball/female/gluteus-medius/hand-sideplank-hip-abduction
Cardio Band Press Jacks,"Gluteus Medius, Shoulders, Lateral Deltoid, Anterior Deltoid, Triceps, Front Shoulders",Cardio,Beginner,https://musclewiki.com/cardio/male/gluteus-medius/cardio-band-press-jacks,https://musclewiki.com/cardio/female/gluteus-medius/cardio-band-press-jacks
Cardio Band Reverse Fly Jacks,"Gluteus Medius, Posterior Deltoid, Rear Shoulders",Cardio,Beginner,https://musclewiki.com/cardio/male/gluteus-medius/cardio-band-reverse-fly-jacks,https://musclewiki.com/cardio/female/gluteus-medius/cardio-band-reverse-fly-jacks
Cardio Band Seal Jacks,"Gluteus Medius, Chest",Cardio,Beginner,https://musclewiki.com/cardio/male/gluteus-medius/cardio-band-seal-jacks,https://musclewiki.com/cardio/female/gluteus-medius/cardio-band-seal-jacks
Cardio Jumping Jacks,"Gluteus Medius, Shoulders, Lateral Deltoid, Anterior Deltoid, Front Shoulders",Cardio,Beginner,https://musclewiki.com/cardio/male/gluteus-medius/cardio-jumping-jacks,https://musclewiki.com/cardio/female/gluteus-medius/cardio-jumping-jacks
Gluteus Maximus,,,,,
Smith Machine Squat,"Gluteus Maximus, Quads, Inner Thigh, Inner Quadriceps",Smith-Machine,Beginner,https://musclewiki.com/smith-machine/male/gluteus-maximus/smith-machine-squat,https://musclewiki.com/smith-machine/female/gluteus-maximus/smith-machine-squat
Hamstrings,,,,,
Dumbbell Leg Curl,Hamstrings,Dumbbells,Beginner,https://musclewiki.com/dumbbells/male/hamstrings/dumbbell-leg-curl,https://musclewiki.com/dumbbells/female/hamstrings/dumbbell-leg-curl
Nordic Hamstring Curl,Hamstrings,Bodyweight,Intermediate,https://musclewiki.com/bodyweight/male/hamstrings/nordic-hamstring-curl,https://musclewiki.com/bodyweight/female/hamstrings/nordic-hamstring-curl
Bodyweight Reverse Lunge,"Hamstrings, Quads",Bodyweight,Novice,https://musclewiki.com/bodyweight/male/hamstrings/bodyweight-reverse-lunge,https://musclewiki.com/bodyweight/female/hamstrings/bodyweight-reverse-lunge
Single Leg Slider Hamstring Curl 2,Hamstrings,Bodyweight,Beginner,https://musclewiki.com/bodyweight/male/hamstrings/hamstring-curl-2-supine-single-leg-slider,https://musclewiki.com/bodyweight/female/hamstrings/hamstring-curl-2-supine-single-leg-slider
Slider Hamstring Curl Single Leg,Hamstrings,Bodyweight,Beginner,https://musclewiki.com/bodyweight/male/hamstrings/hamstring-curl-1-supine-single-leg-slider,https://musclewiki.com/bodyweight/female/hamstrings/hamstring-curl-1-supine-single-leg-slider
Bodyweight Standing Hamstring Curl,Hamstrings,Bodyweight,Novice,https://musclewiki.com/bodyweight/male/hamstrings/hamstring-curl-standing-bodyweight-single-leg,https://musclewiki.com/bodyweight/female/hamstrings/hamstring-curl-standing-bodyweight-single-leg
Slider Hamstring Curl,Hamstrings,Bodyweight,Intermediate,https://musclewiki.com/bodyweight/male/hamstrings/hamstring-curl-supine-bilateral-slider,https://musclewiki.com/bodyweight/female/hamstrings/hamstring-curl-supine-bilateral-slider
Bodyweight Standing Hamstring Curl Isometric,Hamstrings,Bodyweight,Beginner,https://musclewiki.com/bodyweight/male/hamstrings/hamstring-curl-standing-isometric-bodyweight-single-leg,https://musclewiki.com/bodyweight/female/hamstrings/hamstring-curl-standing-isometric-bodyweight-single-leg
Slider Hamstring Curl Eccentric,Hamstrings,Bodyweight,Intermediate,https://musclewiki.com/bodyweight/male/hamstrings/hamstring-curl-eccentric-supine-bilateral-sliders,https://musclewiki.com/bodyweight/female/hamstrings/hamstring-curl-eccentric-supine-bilateral-sliders
Bodyweight Single Leg Balance Stable,Hamstrings,Bodyweight,Novice,https://musclewiki.com/bodyweight/male/hamstrings/bodyweight-single-leg-balance-stable,https://musclewiki.com/bodyweight/female/hamstrings/bodyweight-single-leg-balance-stable
Machine Hamstring Curl,"Hamstrings, Medial Hamstrings",Machine,Novice,https://musclewiki.com/machine/male/hamstrings/machine-hamstring-curl,https://musclewiki.com/machine/female/hamstrings/machine-hamstring-curl
Glute Ham Raise,"Hamstrings, Medial Hamstrings",Machine,Intermediate,https://musclewiki.com/machine/male/hamstrings/glute-ham-raise,https://musclewiki.com/machine/female/hamstrings/glute-ham-raise
Seated Leg Curl,"Hamstrings, Medial Hamstrings",Machine,Novice,https://musclewiki.com/machine/male/hamstrings/seated-leg-curl,https://musclewiki.com/machine/female/hamstrings/seated-leg-curl
Machine Seated Leg Curl,"Hamstrings, Medial Hamstrings",Machine,Novice,https://musclewiki.com/machine/male/hamstrings/machine-seated-leg-curl,https://musclewiki.com/machine/female/hamstrings/machine-seated-leg-curl
Hamstrings Stretch Variation Four,Hamstrings,Stretches,Beginner,https://musclewiki.com/stretches/male/hamstrings/hamstrings-stretch-variation-four,https://musclewiki.com/stretches/female/hamstrings/hamstrings-stretch-variation-four
Hamstrings Stretch Variation Three,Hamstrings,Stretches,Beginner,https://musclewiki.com/stretches/male/hamstrings/hamstrings-stretch-variation-three,https://musclewiki.com/stretches/female/hamstrings/hamstrings-stretch-variation-three
Hamstrings Stretch Variation Two,Hamstrings,Stretches,Beginner,https://musclewiki.com/stretches/male/hamstrings/hamstrings-stretch-variation-two,https://musclewiki.com/stretches/female/hamstrings/hamstrings-stretch-variation-two
Hamstrings Stretch Variation One,Hamstrings,Stretches,Beginner,https://musclewiki.com/stretches/male/hamstrings/hamstrings-stretch-variation-one,https://musclewiki.com/stretches/female/hamstrings/hamstrings-stretch-variation-one
Cable Hamstring Curl,"Hamstrings, Medial Hamstrings",Cables,Advanced,https://musclewiki.com/cables/male/hamstrings/cable-hamstring-curl,https://musclewiki.com/cables/female/hamstrings/cable-hamstring-curl
Cable Seated Leg Curl,"Hamstrings, Medial Hamstrings",Cables,Advanced,https://musclewiki.com/cables/male/hamstrings/cable-seated-leg-curl,https://musclewiki.com/cables/female/hamstrings/cable-seated-leg-curl
Cable Single Leg Laying Leg Curl,"Hamstrings, Medial Hamstrings",Cables,Advanced,https://musclewiki.com/cables/male/hamstrings/cable-single-leg-laying-leg-curl,https://musclewiki.com/cables/female/hamstrings/cable-single-leg-laying-leg-curl
Band Leg Curl,Hamstrings,Band,Beginner,https://musclewiki.com/band/male/hamstrings/band-leg-curl,https://musclewiki.com/band/female/hamstrings/band-leg-curl
TRX Hamstring Curl,"Hamstrings, Medial Hamstrings",TRX,Beginner,https://musclewiki.com/trx/male/hamstrings/trx-hamstring-curl,https://musclewiki.com/trx/female/hamstrings/trx-hamstring-curl
Half Monkey Pose,Hamstrings,Yoga,Beginner,https://musclewiki.com/yoga/male/hamstrings/half-monkey-pose,https://musclewiki.com/yoga/female/hamstrings/half-monkey-pose
Seated Forward Bend,Hamstrings,Yoga,Beginner,https://musclewiki.com/yoga/male/hamstrings/seated-forward-bend,https://musclewiki.com/yoga/female/hamstrings/seated-forward-bend
Pyramid Pose Blocks,Hamstrings,Yoga,Beginner,https://musclewiki.com/yoga/male/hamstrings/pyramid-pose-blocks,https://musclewiki.com/yoga/female/hamstrings/pyramid-pose-blocks
Pyramid Pose,Hamstrings,Yoga,Beginner,https://musclewiki.com/yoga/male/hamstrings/pyramid-pose,https://musclewiki.com/yoga/female/hamstrings/pyramid-pose
Standing Forward Bend Blocks,Hamstrings,Yoga,Beginner,https://musclewiki.com/yoga/male/hamstrings/standing-forward-bend-blocks,https://musclewiki.com/yoga/female/hamstrings/standing-forward-bend-blocks
Standing Forward Bend,Hamstrings,Yoga,Beginner,https://musclewiki.com/yoga/male/hamstrings/standing-forward-bend,https://musclewiki.com/yoga/female/hamstrings/standing-forward-bend
Warrior Three,Hamstrings,Yoga,Intermediate,https://musclewiki.com/yoga/male/hamstrings/warrior-three,https://musclewiki.com/yoga/female/hamstrings/warrior-three
Wide Legged Standing Forward Bend Holding Heels,Hamstrings,Yoga,Beginner,https://musclewiki.com/yoga/male/hamstrings/wide-legged-standing-forward-bend-holding-heels,https://musclewiki.com/yoga/female/hamstrings/wide-legged-standing-forward-bend-holding-heels
Butt Kick,Hamstrings,Cardio,Novice,https://musclewiki.com/cardio/male/hamstrings/butt-kick,https://musclewiki.com/cardio/female/hamstrings/butt-kick
Hamstring Stretch Supine Glide,Hamstrings,Recovery,Beginner,https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-glide,https://musclewiki.com/recovery/female/hamstrings/hamstring-stretch-supine-glide
Hamstring Stretch Supine Dynamic Band,Hamstrings,Recovery,Beginner,https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-dynamic,https://musclewiki.com/recovery/female/hamstrings/hamstring-stretch-supine-dynamic
Hamstring Stretch Supine Static,Hamstrings,Recovery,Beginner,https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-static,https://musclewiki.com/recovery/female/hamstrings/hamstring-stretch-supine-static
Hamstring Stretch Static Standing Single Leg,Hamstrings,Recovery,Beginner,https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-static-standing-single-leg,https://musclewiki.com/recovery/female/hamstrings/hamstring-stretch-static-standing-single-leg
